Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature1,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature2,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder
0.0444964871194379,0.03125,0.085,0.341025641025641,0.280898876404494,1,0,0.00784313725490196,1,0,1,0.533898305084746,0.174156404925636,0.299043062200957,0.459074733096085,0.374515503875969,0.676367869615832,0.919117647058824,1,0.299043062200957,0.382113821138211,0.280487804878049,0.713347921225383,0.375424963574551,1,1,1,1,0,1,1,1,0.14353545075393,0.214285714285714,0.83448275862069,0.110288675055514,0.105105105105105,0.104555638536221,0.110365398956003,0.143558085464604,1,0,0.333333333333333,0.108527131782946,0.562841530054645,0.5,0.00277847941399343,0.507936507936508,0.579234972677596,0,0.488301021869926,0.336952833389888,0.444444444444444,1,
0.0444964871194379,0,0.094,0.42051282051282,0.0898876404494382,1,0,0.0156862745098039,1,0,1,0.330508474576271,0.207100591715976,0.266746411483254,0.540925266903915,0.329941860465116,0.763678696158324,0.919117647058824,1,0.266746411483254,0.346544715447154,0.280487804878049,0.708971553610503,0.330743079164643,1,1,1,1,0,1,1,1,0.193214629451396,0.214285714285714,0.917241379310345,0.147298297557365,0.14039039039039,0.141896938013443,0.147651006711409,0.193265453379299,1,0,0.333333333333333,0.147286821705426,0.557377049180328,0.5,0.00277847941399343,0.507936507936508,0.562841530054645,0,0.494986152229969,0.375636240244316,0.777777777777778,1,
0.0597189695550351,0.0705645161290323,0.104,0.42051282051282,0.348314606741573,1,0,0.00392156862745098,1,0,1,0.330508474576271,0.179273948504718,0.382775119617225,0.540925266903915,0.431686046511628,0.650756693830035,0.838235294117647,1,0.382775119617225,0.50609756097561,0.280487804878049,0.713347921225383,0.432734337056824,1,1,1,1,0,1,1,1,0.0498075072184793,0.0714285714285714,0.572413793103448,0.0140636565507032,0.00825825825825826,0.00746825989544436,0.0141685309470544,0.0505572035596889,1,0,0.333333333333333,0.00775193798449612,0.628415300546448,0.5,0.00252589037635767,0.507936507936508,0.557377049180328,0.107594936708861,0.574921210963614,0.0661689854088904,0.9999999,0,
0.0327868852459016,0,0.066,0.441025641025641,0.353932584269663,1,0,0.0235294117647059,1,0,1,0.0677966101694915,0.106988645450184,0.279904306220096,0.583629893238434,0.300387596899225,0.387660069848661,0.933823529411765,1,0.279904306220096,0.533536585365854,0.24390243902439,0.585339168490153,0.301602719766877,1,1,1,1,0,1,1,1,0,0.0714285714285714,0.958620689655172,0,0,0,0,0,1,0,0.333333333333333,0,0.551912568306011,1,0.0434453144733519,0.507936507936508,0.551912568306011,0,0.499474739757425,0.452324397692569,1E-07,1,
0.0983606557377049,0,0.136,0.279487179487179,0.162921348314607,1,0,0.00784313725490196,1,0,1,0.330508474576271,0.252838637454022,0.476076555023923,0.540925266903915,0.433624031007752,0.606519208381839,0.911764705882353,1,0.472488038277512,0.605691056910569,0.24390243902439,0.782275711159737,0.432248664400194,1,1,1,1,0,1,1,1,0.129980750721848,0.214285714285714,0.862068965517241,0.0947446336047372,0.0975975975975976,0.0985810306198656,0.0924683072334079,0.130281407840936,1,0,0.333333333333333,0.10077519379845,0.595628415300547,0.5,0.0022733013387219,0.507936507936508,0.60655737704918,0.0443037974683544,0.662305414955592,0.0220563284696301,0.222222222222222,1,
0,0,0.071,0.4,0.174157303370786,1,0,0.92156862745098,1,1,1,0.466101694915254,0.223572685111147,0,0.459074733096085,0.0804263565891473,0.327124563445867,0.911764705882353,1,0,0.227642276422764,0,0.726477024070022,0.0806216610004857,1,1,1,1,0,1,1,1,0.227430221366699,0.285714285714286,0.862068965517241,0.229459659511473,0.225225225225225,0.224794622852875,0.229679343773304,0.227339052353083,0,0.5,0.333333333333333,0.224806201550388,0.530054644808743,0.5,0.0022733013387219,0.507936507936508,0.562841530054645,0,0.494222137331678,0.551747539871055,0.777777777777778,0,
0,0,0.089,0.4,0.168539325842697,1,0,0.0117647058823529,1,1,1,0.330508474576271,0.293938909323525,0,0.501779359430605,0.0673449612403101,0.327124563445867,0.911764705882353,1,0,0.219512195121951,0,0.829321663019694,0.067508499271491,1,1,1,1,0,1,1,1,0.297641963426372,0.357142857142857,0.910344827586207,0.421169504071059,0.411411411411411,0.412247946228529,0.421327367636092,0.297490579652048,0,0.5,0.333333333333333,0.418604651162791,0.519125683060109,1,0.00479919171507957,0.492063492063492,0.475409836065574,0,0.471683697832108,0.488293179504581,0.888888888888889,1,
0.0679156908665105,0,0.085,0.441025641025641,0.0337078651685393,1,0,0.0156862745098039,1,0,1,0.330508474576271,0.300335838797377,0.220095693779904,0.626334519572954,0.138565891472868,0.715948777648428,0.919117647058824,1,0.220095693779904,0.302845528455285,0.24390243902439,0.829321663019694,0.129674599320058,1,1,1,1,0,1,1,1,0.302935514918191,0.142857142857143,0.889655172413793,0.159141376757957,0.150900900900901,0.150112023898432,0.159582401193139,0.302541489617574,1,0,0.333333333333333,0.155038759689922,0.562841530054645,0.5,0.0022733013387219,0.507936507936508,0.562841530054645,0.00632911392405063,0.495368159679114,0.0278249066847642,0.777777777777778,1,
0.0281030444964871,0,0.061,0.42051282051282,0.308988764044944,1,0,0.0117647058823529,1,0,1,0.0677966101694915,0.106988645450184,0.228468899521531,0.583629893238434,0.25968992248062,0.387660069848661,0.933823529411765,1,0.228468899521531,0.45020325203252,0.24390243902439,0.589715536105033,0.259834871296746,1,1,1,1,0,1,1,1,0.104347128649342,0,0.944827586206897,0,0,0,0,0.104385472620861,1,0,0,0,0.557377049180328,0.5,0.00277847941399343,0.507936507936508,0.557377049180328,0,0.491739088912234,0.493043773328809,1E-07,0,
0,0,0.071,0.4,0.179775280898876,1,0,0.0117647058823529,1,1,1,0.398305084745763,0.258755797217336,0,0.416370106761566,0.0935077519379845,0.322467986030268,0.911764705882353,1,0,0.227642276422764,0,0.786652078774617,0.0937348227294803,1,1,1,1,0,1,1,1,0.262913057427013,0.428571428571429,0.910344827586207,0.477424130273871,0.474474474474475,0.472740851381628,0.47800149142431,0.26280766455544,0,0.5,0.333333333333333,0.48062015503876,0.502732240437159,1,0.0121242738065168,0.492063492063492,0.546448087431694,0,0.496991691337981,0.545639633525619,0.333333333333333,0,
0.0281030444964871,0,0.066,0.3,0,1,0,0.0235294117647059,1,0,1,0.398305084745763,0.150807612346074,0.177033492822967,0.516014234875445,0.247093023255814,0.444703143189756,0.911764705882353,1,0.177033492822967,0.315040650406504,0.280487804878049,0.654266958424508,0.24769305488101,1,1,1,1,0,1,1,1,0.144898941289702,0.214285714285714,0.903448275862069,0.110288675055514,0.105105105105105,0.104555638536221,0.111111111111111,0.144792752345065,1,0,0.333333333333333,0.108527131782946,0.540983606557377,1,0.00580954786562263,0.603174603174603,0.579234972677596,0,0.489924553528794,0.34068544282321,0.333333333333333,1,
0.0573770491803279,0.0745967741935484,0.104,0.4,0.292134831460674,1,0,0.0313725490196078,1,0,1,0.330508474576271,0.23124900047977,0.299043062200957,0.459074733096085,0.313953488372093,0.759022118742724,0.904411764705882,1,0.299043062200957,0.370934959349593,0.280487804878049,0.74835886214442,0.310344827586207,1,1,1,1,0,1,1,1,0.209945460378569,0.285714285714286,0.841379310344828,0.211695040710585,0.21021021021021,0.209111277072442,0.211782252050708,0.209973542852562,1,0,0.333333333333333,0.209302325581395,0.562841530054645,0.5,0.00252589037635767,0.53968253968254,0.562841530054645,0,0.495368159679114,0.0906006107906345,0.555555555555556,1,
0.113583138173302,0,0.127,0.379487179487179,0.168539325842697,1,0,0.0117647058823529,1,0,1,0.330508474576271,0.303534303534304,0.429425837320574,0.320284697508897,0.337209302325581,0.711292200232829,0.897058823529412,1,0.429425837320574,0.49390243902439,0.280487804878049,0.845733041575492,0.336571151044196,1,1,1,1,0,1,1,0,0.304379210779596,0.428571428571429,0.889655172413793,0.552183567727609,0.554054054054054,0.552651232262883,0.554064131245339,0.304305299446805,0,0.5,0.333333333333333,0.550387596899225,0.557377049180328,0.5,0.00277847941399343,0.53968253968254,0.562841530054645,0,0.494986152229969,0.223277909738717,0.333333333333333,1,
0.053864168618267,0.105846774193548,0.099,0.238461538461538,0.286516853932584,1,0,0.0117647058823529,1,0,1,0.398305084745763,0.226131456900688,0.318181818181818,0.387900355871886,0.411337209302326,0.720605355064028,0.919117647058824,1,0.318181818181818,0.386178861788618,0.280487804878049,0.74398249452954,0.412336085478388,1,1,1,1,0,1,1,1,0.204202759063202,0.142857142857143,0.896551724137931,0.104367135455218,0.0990990990990991,0.0985810306198656,0.104399701715138,0.204329351399022,1,0,0.333333333333333,0.10077519379845,0.573770491803279,0.5,0.00252589037635767,0.507936507936508,0.546448087431694,0,0.491739088912234,0.6949440108585,0.333333333333333,0,
0.0374707259953162,0,0.071,0.379487179487179,0,1,0,0,1,0,1,0.330508474576271,0.154805693267232,0.215311004784689,0.555160142348754,0.263565891472868,0.449359720605355,0.911764705882353,1,0.215311004784689,0.375,0.280487804878049,0.661925601750547,0.266148615832929,1,1,1,1,0,1,1,1,0.143134424125762,0.214285714285714,0.931034482758621,0.108068097705403,0.105855855855856,0.105302464525765,0.108128262490679,0.142948769341778,1,0,0.333333333333333,0.116279069767442,0.519125683060109,0.5,0.0121242738065168,0.507936507936508,0.557377049180328,0,0.503963327284882,0.501526976586359,0.111111111111111,1,
0.085480093676815,0,0.136,0.3,0.258426966292135,1,0,0.0235294117647059,1,0,1,0.466101694915254,0.239245162322085,0.429425837320574,0.444839857651246,0.578972868217054,0.646100116414435,0.919117647058824,1,0.429425837320574,0.553861788617886,0.24390243902439,0.756017505470459,0.578436134045653,1,1,1,1,0,1,1,1,0.201395572666025,0.0714285714285714,0.882758620689655,0.0673575129533679,0.0503003003003003,0.0522778192681105,0.0656226696495153,0.202405195221679,1,0,0.333333333333333,0.0542635658914729,0.601092896174864,0.5,0.00252589037635767,0.507936507936508,0.513661202185792,0.069620253164557,0.274854359660013,0.0356294536817102,0.333333333333333,1,
0.176814988290398,0,0.249,0.358974358974359,0.337078651685393,1,0,0.0235294117647059,1,0,1,0.466101694915254,0.308491923876539,0.617224880382775,0.416370106761566,0.67296511627907,0.49708963911525,0.911764705882353,1,0.617224880382775,0.821138211382114,0.280487804878049,0.838074398249453,0.678970373967946,1,1,1,1,0,1,1,1,0.308598010907924,0.357142857142857,0.889655172413793,0.433752775721688,0.42942942942943,0.43091859596714,0.434750186428039,0.308634650845827,0,1,0.333333333333333,0.434108527131783,0.579234972677596,0.5,0.00277847941399343,0.476190476190476,0.557377049180328,0,0.49364912615796,0.71869697997964,0.333333333333333,1,
0.0585480093676815,0,0.089,0.561538461538462,0.224719101123595,1,0,0.0235294117647059,1,0,1,0.135593220338983,0.268511114664961,0.196172248803828,0.612099644128114,0.265988372093023,0.536670547147846,0.911764705882353,1,0.0753588516746411,0.306910569105691,0,0.795404814004376,0.266634288489558,1,1,1,1,0.777251184834123,1,1,1,0.267805582290664,0.285714285714286,0.958620689655172,0.270910436713546,0.268018018018018,0.266616878267364,0.271439224459359,0.267666158903231,0,1,0.333333333333333,0.271317829457364,0.540983606557377,0.5,0.00328365748926497,0.507936507936508,0.551912568306011,0,0.491357081463089,0.531048523922633,1E-07,1,
0.0292740046838407,0,0.066,0.4,0,1,0,0.0117647058823529,1,0,1,0.601694915254237,0.122821045897969,0.191387559808612,0.362989323843416,0.294089147286822,0.423748544819558,0.919117647058824,1,0.191387559808612,0.375,0.24390243902439,0.615973741794311,0.294317629917436,1,1,1,1,0,1,1,0,0.0726660250240616,0.0714285714285714,0.931034482758621,0.0244263508512213,0.0142642642642643,0.0156833457804332,0.023117076808352,0.0721237873807424,1,0,0.333333333333333,0.0155038759689922,0.480874316939891,1,0.0396564789088154,0.507936507936508,0.546448087431694,0.00632911392405063,0.358036481711393,0.673566338649474,0.111111111111111,1,
0.0995316159250585,0,0.132,0.358974358974359,0.168539325842697,1,0,0.00784313725490196,1,0,1,0.466101694915254,0.298256836718375,0.397129186602871,0.555160142348754,0.412306201550388,0.781140861466822,0.941176470588235,1,0.397129186602871,0.474593495934959,0.24390243902439,0.838074398249453,0.413307430791646,1,1,1,1,0,1,1,1,0.278922040423484,0.0714285714285714,0.903448275862069,0.0814211695040711,0.0863363363363363,0.0903659447348768,0.0782997762863535,0.279291269141345,1,0,0.333333333333333,0.0930232558139535,0.59016393442623,0.5,0.00277847941399343,0.507936507936508,0.579234972677596,0.367088607594937,0.627256231496514,0.0118764845605701,0.222222222222222,1,
0.0281030444964871,0,0.066,0.358974358974359,0.314606741573034,1,0,0.0274509803921569,1,0,1,0.466101694915254,0.106348952502799,0.233253588516746,0.526690391459075,0.27906976744186,0.379511059371362,0.911764705882353,1,0.238038277511962,0.466463414634146,0.24390243902439,0.594091903719912,0.281204468188441,1,1,1,1,0,1,1,1,0.0316811036252807,0.0714285714285714,0.889655172413793,0.0103626943005181,0.000750750750750751,0.000746825989544436,0.0104399701715138,0.0314759881343702,1,0,0.333333333333333,0,0.530054644808743,1,0.0209648901237686,0.507936507936508,0.557377049180328,0.00632911392405063,0.503963327284882,0.137767220902613,0.888888888888889,0,
0.0327868852459016,0,0.071,0.258974358974359,0.292134831460674,1,0,0.0313725490196078,1,0,1,0.330508474576271,0.132416440108748,0.220095693779904,0.516014234875445,0.27422480620155,0.392316647264261,0.919117647058824,1,0.220095693779904,0.430894308943089,0.24390243902439,0.615973741794311,0.274405050995629,1,1,1,1,0,1,1,1,0.099823548283606,0.214285714285714,0.882758620689655,0.076239822353812,0.0750750750750751,0.0746825989544436,0.0753169276659209,0.0998957748737273,1,0,0.333333333333333,0.0775193798449612,0.557377049180328,0.5,0.00277847941399343,0.507936507936508,0.524590163934426,0.00632911392405063,0.509215929710629,0.390566677977604,0.555555555555556,1,
0.00234192037470726,0,0.089,0.4,0,1,0,0.0235294117647059,1,1,1,0.398305084745763,0.316328162482009,0,0.487544483985765,0.0712209302325582,0.322467986030268,0.889705882352941,1,0,0.215447154471545,0,0.842450765864333,0.0713938805245265,1,1,1,1,0,1,1,1,0.318495348091113,0.428571428571429,0.917241379310345,0.578090303478905,0.574324324324324,0.57580283793876,0.580164056674124,0.318415778080654,0,0.5,0.333333333333333,0.573643410852713,0.530054644808743,0.5,0.00277847941399343,0.444444444444444,0.568306010928962,0,0.495368159679114,0.517475398710553,0.333333333333333,1,
0.0843091334894614,0,0.122,0.238461538461538,0.196629213483146,1,0,0.00784313725490196,1,0,1,0.466101694915254,0.240044778506317,0.44377990430622,0.416370106761566,0.511143410852713,0.671711292200233,0.911764705882353,1,0.44377990430622,0.561991869918699,0.24390243902439,0.760393873085339,0.511898980087421,1,1,1,1,0,1,1,1,0.168110362528072,0.0714285714285714,0.896551724137931,0.0525536639526277,0.0465465465465466,0.046303211351755,0.052199850857569,0.168652288944119,1,0,0.333333333333333,0.0542635658914729,0.633879781420765,0.5,0.00277847941399343,0.26984126984127,0.562841530054645,0.0316455696202532,0.509406933435202,0.745164574143196,0.333333333333333,0,
0.0339578454332553,0.0625,0.094,0.358974358974359,0.230337078651685,1,0,0.0313725490196078,1,0,1,0.271186440677966,0.195586118663042,0.215311004784689,0.526690391459075,0.500484496124031,0.611175785797439,0.919117647058824,1,0.215311004784689,0.310975609756098,0.24390243902439,0.701312910284464,0.492957746478873,1,1,1,1,0,1,1,1,0.229467436637793,0.285714285714286,0.868965517241379,0.231680236861584,0.225975975975976,0.22554144884242,0.231916480238628,0.229343381704482,1,0,0.333333333333333,0.224806201550388,0.546448087431694,0.5,0.00277847941399343,0.682539682539683,0.530054644808743,0.0126582278481013,0.480756374749308,0.247030878859858,0.555555555555556,1,
0,0,0.08,0.4,0,1,0,0.0235294117647059,1,1,1,0.466101694915254,0.276827122980969,0,0.459074733096085,0.0750968992248062,0.309662398137369,0.919117647058824,1,0,0.238821138211382,0,0.811816192560175,0.0752792617775619,1,1,1,1,0,1,1,1,0.281568816169394,0.357142857142857,0.889655172413793,0.3960029607698,0.391891891891892,0.392830470500373,0.397464578672632,0.2813757716668,0,0.5,0.333333333333333,0.395348837209302,0.508196721311475,1,0.0186915887850467,0.523809523809524,0.557377049180328,0,0.493935631744819,0.723447573803868,0.333333333333333,1,
0.053864168618267,0.094758064516129,0.089,0.72051282051282,0.174157303370786,1,0,0.0117647058823529,1,0,1,0.398305084745763,0.301135454981609,0.205741626794258,0.430604982206406,0.335755813953488,0.838183934807916,0.911764705882353,1,0.205741626794258,0.227642276422764,0.280487804878049,0.838074398249453,0.336571151044196,1,1,1,1,0,1,1,1,0.301138915623997,0.428571428571429,0.910344827586207,0.54700222057735,0.541291291291291,0.539208364451083,0.547352721849366,0.301098372484567,0,1,0.333333333333333,0.542635658914729,0.540983606557377,0.5,0.00277847941399343,0.492063492063492,0.562841530054645,0,0.494413141056251,0.555480149304377,0.333333333333333,0,
0.0374707259953162,0,0.071,0.761538461538462,0,1,0,0.0117647058823529,1,0,1,0.330508474576271,0.266592035822805,0.0885167464114833,0.320284697508897,0.224806201550388,0.511059371362049,0.933823529411765,1,0.0610047846889952,0.178861788617886,0.0975609756097561,0.807439824945295,0.181155900922778,1,1,1,1,0.241706161137441,1,1,0,0.27595444337504,0.285714285714286,0.896551724137931,0.263508512213175,0.257507507507508,0.25765496639283,0.263982102908277,0.275154333360058,1,0,0.333333333333333,0.263565891472868,0.546448087431694,0.5,0.00277847941399343,0.634920634920635,0.557377049180328,0,0.491452583325375,0.318968442483882,0.333333333333333,1,
0,0,0.066,0.4,0,1,0,0,1,1,1,0.466101694915254,0.223092915400608,0,0.387900355871886,0.104166666666667,0.352735739231665,0.897058823529412,1,0,0.175813008130081,0,0.764770240700219,0.104419621175328,1,1,1,1,0,1,1,0,0.225216554379211,0.214285714285714,0.83448275862069,0.173945225758697,0.166666666666667,0.16504854368932,0.174496644295302,0.225094203479516,0,0.5,0.333333333333333,0.170542635658915,0.519125683060109,1,0.00555695882798687,0.507936507936508,0.546448087431694,0.0443037974683544,0.499474739757425,0.484560570071259,0.111111111111111,0,
0.0362997658079625,0,0.071,0.32051282051282,0,1,0,0.0156862745098039,1,0,1,0.398305084745763,0.128898128898129,0.242822966507177,0.526690391459075,0.285852713178295,0.392316647264261,0.911764705882353,1,0.242822966507177,0.474593495934959,0.24390243902439,0.611597374179431,0.288975230694512,1,1,1,1,0,1,1,1,0.0945620789220404,0.0714285714285714,0.820689655172414,0.0296076980014804,0.021021021021021,0.0224047796863331,0.029082774049217,0.0944119297682995,1,0,0.333333333333333,0.0310077519379845,0.546448087431694,1,0.0083354382419803,0.825396825396825,0.557377049180328,0,0.501862286314583,0.124872751951137,0.111111111111111,0,
