Long_Term_Fuel_Trim_Bank1,Engine_soacking_time,Engine_coolant_temperature2,Torque_of_friction,Intake_air_pressure,Activation_of_Air_compressor,Time(s),Accelerator_Pedal_value,Engine_torque,Maximum_indicated_engine_torque,PathOrder,Throttle_position_signal,Engine_torque_after_correction,Engine_coolant_temperature1
0.398305084745763,0.0117647058823529,0.917241379310345,0.487544483985765,0.404494382022472,1,0.282660332541568,0.157258064516129,0.480861244019139,0.798687089715536,1,0.169,0.480861244019139,0.911764705882353,
0.533898305084746,0.0117647058823529,0.910344827586207,0.540925266903915,0.168539325842697,1,0.756701730573465,0,0.0980861244019139,0.641137855579869,1,0.047,0.0980861244019139,0.919117647058824,
0.466101694915254,0.0117647058823529,0.910344827586207,0.555160142348754,0.213483146067416,1,0.0570071258907363,0,0.154306220095694,0.661925601750547,1,0.066,0.154306220095694,0.911764705882353,
0.466101694915254,0.0235294117647059,0.875862068965517,0.473309608540925,0.275280898876405,1,0.0895826263997285,0,0.200956937799043,0.598468271334792,1,0.061,0.200956937799043,0.911764705882353,
0.330508474576271,0.00392156862745098,0.855172413793103,0.444839857651246,0.191011235955056,1,0.481167288768239,0.113911290322581,0.22488038277512,0.842450765864333,0,0.104,0.22488038277512,0.911764705882353,
0.330508474576271,0.0117647058823529,0.910344827586207,0.473309608540925,0.365168539325843,1,0.726162198846284,0.153225806451613,0.421052631578947,0.850109409190372,1,0.15,0.421052631578947,0.897058823529412,
0.330508474576271,0.00392156862745098,0.537931034482759,0.387900355871886,0.460674157303371,0,0.0305395317271802,0.134072580645161,0.55622009569378,0.885120350109409,0,0.221,0.561004784688995,0.654411764705882,
0.533898305084746,0.0235294117647059,0.903448275862069,0.459074733096085,0.196629213483146,1,0.41364099083814,0,0.159090909090909,0.658643326039387,1,0.066,0.159090909090909,0.911764705882353,
0.466101694915254,0.0117647058823529,0.924137931034483,0.516014234875445,0.264044943820225,1,0.35425856803529,0,0.200956937799043,0.61925601750547,1,0.071,0.196172248803828,0.919117647058824,
0.398305084745763,0.0117647058823529,0.910344827586207,0.540925266903915,0.129213483146067,1,0.823210044112657,0,0.0322966507177034,0.803063457330416,1,0.071,0.0322966507177034,0.919117647058824,
0.398305084745763,0.0117647058823529,0.903448275862069,0.516014234875445,0.308988764044944,1,0.831693247370207,0,0.228468899521531,0.598468271334792,1,0.066,0.228468899521531,0.911764705882353,
0.398305084745763,0.0235294117647059,0.882758620689655,0.444839857651246,0.151685393258427,1,0.172378690193417,0,0.125598086124402,0.807439824945295,1,0.075,0.125598086124402,0.911764705882353,
0.466101694915254,0.0117647058823529,0.917241379310345,0.540925266903915,0.219101123595506,1,0.386155412283678,0,0.181818181818182,0.636761487964989,1,0.061,0.181818181818182,0.926470588235294,
0.330508474576271,0.0117647058823529,0.910344827586207,0.459074733096085,0.185393258426966,1,0.668815744825246,0.0554435483870968,0.186602870813397,0.842450765864333,1,0.089,0.191387559808612,0.955882352941176,
0.466101694915254,0.0117647058823529,0.910344827586207,0.487544483985765,0.320224719101124,1,0.770614183915847,0,0.247607655502392,0.594091903719912,1,0.066,0.242822966507177,0.926470588235294,
0.330508474576271,0.00392156862745098,0.696551724137931,0.362989323843416,0.544943820224719,1,0.238547675602307,0.268145161290323,0.700956937799043,0.842450765864333,0,0.643,0.700956937799043,0.919117647058824,
0.601694915254237,0.0235294117647059,0.910344827586207,0.516014234875445,0.157303370786517,1,0.724465558194774,0,0.107655502392345,0.666301969365427,1,0.057,0.107655502392345,0.919117647058824,
0.398305084745763,0.00392156862745098,0.724137931034483,0.487544483985765,0.146067415730337,1,0.269765863590092,0,0.11244019138756,0.816192560175055,0,0.071,0.11244019138756,0.911764705882353,
0.398305084745763,0.0235294117647059,0.862068965517241,0.362989323843416,0.303370786516854,0,0,0,0.163875598086124,0.713347921225383,1,0.071,0.16866028708134,0.955882352941176,
0.466101694915254,0.0117647058823529,0.910344827586207,0.555160142348754,0.342696629213483,1,0.0363081099423142,0,0.261961722488038,0.598468271334792,1,0.071,0.261961722488038,0.933823529411765,
0.533898305084746,0.0235294117647059,0.903448275862069,0.487544483985765,0.174157303370786,1,0.696301323379708,0,0.144736842105263,0.696936542669584,1,0.071,0.144736842105263,0.911764705882353,
0.466101694915254,0.0117647058823529,0.889655172413793,0.555160142348754,0.196629213483146,1,0.0183237190363081,0,0.139952153110048,0.726477024070022,0,0.075,0.139952153110048,0.911764705882353,
0.466101694915254,0.0117647058823529,0.903448275862069,0.487544483985765,0.320224719101124,1,0.838140481845945,0,0.242822966507177,0.594091903719912,1,0.066,0.238038277511962,0.933823529411765,
0.330508474576271,0.0235294117647059,0.903448275862069,0.430604982206406,0.550561797752809,1,0.692908042076688,0.361895161290323,0.696172248803828,0.854485776805252,1,0.765,0.677033492822967,0.911764705882353,
0.330508474576271,0.0117647058823529,0.910344827586207,0.459074733096085,0.314606741573034,1,0.263657957244656,0.0866935483870968,0.364832535885167,0.820568927789934,1,0.113,0.369617224880383,0.926470588235294,
0.601694915254237,0.0235294117647059,0.910344827586207,0.473309608540925,0.151685393258427,1,0.754326433661351,0,0.0980861244019139,0.705689277899344,1,0.061,0.0980861244019139,0.926470588235294,
0.330508474576271,0.00392156862745098,0.855172413793103,0.430604982206406,0.286516853932584,1,0.478791991856125,0.0625,0.294258373205742,0.854485776805252,0,0.099,0.299043062200957,0.919117647058824,
0.466101694915254,0.00392156862745098,0.703448275862069,0.459074733096085,0.292134831460674,1,0.251781472684086,0,0.220095693779904,0.598468271334792,0,0.061,0.220095693779904,0.926470588235294,
0.398305084745763,0.00392156862745098,0.820689655172414,0.430604982206406,0.168539325842697,1,0.37461825585341,0,0,0.798687089715536,0,0.075,0,0.941176470588235,
0.398305084745763,0.0117647058823529,0.924137931034483,0.444839857651246,0.460674157303371,1,0.256532066508314,0.188508064516129,0.546650717703349,0.854485776805252,0,0.564,0.551435406698565,0.919117647058824,
0.466101694915254,0.0235294117647059,0.882758620689655,0.444839857651246,0.297752808988764,1,0.146250424160163,0,0.220095693779904,0.594091903719912,1,0.066,0.215311004784689,0.933823529411765,
0.330508474576271,0.00392156862745098,0.731034482758621,0.444839857651246,0.353932584269663,1,0.289107567017306,0.130040322580645,0.416267942583732,0.803063457330416,0,0.132,0.416267942583732,0.926470588235294,
0.330508474576271,0.0235294117647059,0.903448275862069,0.402135231316726,0.353932584269663,1,0.36613505259586,0.130040322580645,0.401913875598086,0.845733041575492,1,0.141,0.401913875598086,0.911764705882353,
0.466101694915254,0.0235294117647059,0.882758620689655,0.444839857651246,0.286516853932584,1,0.134713267729895,0,0.210526315789474,0.594091903719912,1,0.061,0.210526315789474,0.933823529411765,
0.271186440677966,0.0235294117647059,0.910344827586207,0.416370106761566,0.275280898876405,1,0.231082456735663,0.138104838709677,0.336124401913876,0.842450765864333,1,0.132,0.340909090909091,0.911764705882353,
0.466101694915254,0.0117647058823529,0.924137931034483,0.540925266903915,0.241573033707865,1,0.329826942653546,0,0.191387559808612,0.675054704595186,1,0.071,0.191387559808612,0.911764705882353,
0.398305084745763,0.00392156862745098,0.675862068965517,0.516014234875445,0.252808988764045,1,0.211062097047845,0,0.186602870813397,0.62363238512035,0,0.066,0.186602870813397,0.911764705882353,
0.466101694915254,0.0117647058823529,0.910344827586207,0.540925266903915,0.297752808988764,1,0.965388530709196,0,0.220095693779904,0.594091903719912,1,0.066,0.220095693779904,0.933823529411765,
0.330508474576271,0.00392156862745098,0.862068965517241,0.387900355871886,0.48876404494382,1,0.493722429589413,0.268145161290323,0.61244019138756,0.850109409190372,0,0.24,0.61244019138756,0.911764705882353,
0.466101694915254,0.0117647058823529,0.889655172413793,0.540925266903915,0.202247191011236,1,0.57787580590431,0,0.154306220095694,0.679431072210066,1,0.071,0.154306220095694,0.911764705882353,
0.466101694915254,0.0117647058823529,0.903448275862069,0.540925266903915,0.140449438202247,1,0.128944689514761,0,0,0.726477024070022,1,0.057,0,0.911764705882353,
0.330508474576271,0.0117647058823529,0.896551724137931,0.473309608540925,0.556179775280899,1,0.159823549372243,0.295362903225806,0.691387559808612,0.854485776805252,0,0.963,0.691387559808612,0.911764705882353,
0.330508474576271,0.0117647058823529,0.937931034482759,0.516014234875445,0.191011235955056,1,0.383440787241262,0,0,0.854485776805252,0,0.094,0,0.904411764705882,
0.466101694915254,0.00392156862745098,0.841379310344828,0.473309608540925,0.174157303370786,1,0.436375975568375,0.0393145161290323,0.181818181818182,0.726477024070022,0,0.071,0.181818181818182,0.911764705882353,
0.466101694915254,0.0117647058823529,0.910344827586207,0.555160142348754,0.325842696629214,1,0.0644723447573804,0,0.247607655502392,0.598468271334792,1,0.071,0.247607655502392,0.926470588235294,
0.330508474576271,0.00392156862745098,0.56551724137931,0.654804270462633,0.185393258426966,1,0.0478452663725823,0,0.210526315789474,0.795404814004376,0,0.075,0.210526315789474,0.772058823529412,
0.398305084745763,0.0235294117647059,0.910344827586207,0.416370106761566,0.174157303370786,1,0.236511706820495,0,0,0.795404814004376,1,0.08,0,0.911764705882353,
0.398305084745763,0.0117647058823529,0.903448275862069,0.487544483985765,0.162921348314607,1,0.659993213437394,0,0.00956937799043062,0.858862144420131,1,0.108,0.00956937799043062,0.948529411764706,
0.398305084745763,0.0117647058823529,0.910344827586207,0.583629893238434,0.382022471910112,1,0.00712589073634204,0,0.308612440191388,0.607221006564551,1,0.089,0.308612440191388,0.955882352941176,
0.466101694915254,0.00392156862745098,0.868965517241379,0.459074733096085,0.308988764044944,1,0.656599932134374,0,0.228468899521531,0.598468271334792,0,0.066,0.228468899521531,0.919117647058824,
0.533898305084746,0.0117647058823529,0.924137931034483,0.540925266903915,0.129213483146067,1,0.429589412962335,0,0.0753588516746411,0.74398249452954,0,0.057,0.0753588516746411,0.911764705882353,
0.466101694915254,0.0235294117647059,0.910344827586207,0.459074733096085,0.224719101123595,1,0.732609433322022,0.00806451612903226,0.200956937799043,0.701312910284464,1,0.075,0.205741626794258,0.933823529411765,
0.466101694915254,0.0117647058823529,0.917241379310345,0.516014234875445,0.252808988764045,1,0.386834068544282,0,0.177033492822967,0.615973741794311,1,0.066,0.177033492822967,0.926470588235294,
0.533898305084746,0.0235294117647059,0.903448275862069,0.430604982206406,0.151685393258427,1,0.428232100441127,0,0.12200956937799,0.708971553610503,1,0.071,0.12200956937799,0.919117647058824,
0.330508474576271,0.0117647058823529,0.910344827586207,0.416370106761566,0.370786516853933,1,0.689175432643366,0.153225806451613,0.44377990430622,0.820568927789934,1,0.146,0.44377990430622,0.955882352941176,
0.398305084745763,0.0117647058823529,0.931034482758621,0.487544483985765,0.168539325842697,1,0.344757380386834,0,0,0.807439824945295,0,0.08,0,0.933823529411765,
0.466101694915254,0.0117647058823529,0.882758620689655,0.555160142348754,0.224719101123595,1,0.608076009501188,0,0.173444976076555,0.658643326039387,1,0.071,0.173444976076555,0.919117647058824,
0.398305084745763,0.0117647058823529,0.896551724137931,0.526690391459075,0.151685393258427,1,0.152697658635901,0,0.0933014354066986,0.803063457330416,0,0.075,0.130382775119617,0.911764705882353,
0.330508474576271,0.0117647058823529,0.910344827586207,0.416370106761566,0.382022471910112,1,0.68985408890397,0.153225806451613,0.458133971291866,0.829321663019694,1,0.15,0.458133971291866,0.955882352941176,
0.330508474576271,0.0117647058823529,0.910344827586207,0.516014234875445,0.191011235955056,1,0.0912792670512386,0,0.135167464114833,0.824945295404814,1,0.071,0.139952153110048,0.911764705882353,
0.466101694915254,0.0117647058823529,0.910344827586207,0.516014234875445,0.264044943820225,1,0.399389209365456,0,0.200956937799043,0.611597374179431,1,0.071,0.196172248803828,0.919117647058824,
0.330508474576271,0.0117647058823529,0.910344827586207,0.444839857651246,0.550561797752809,1,0.266711910417374,0.373991935483871,0.66866028708134,0.850109409190372,1,0.803,0.654306220095694,0.926470588235294,
0.398305084745763,0.0117647058823529,0.924137931034483,0.444839857651246,0.471910112359551,1,0.242280285035629,0.204637096774194,0.607655502392344,0.850109409190372,0,0.221,0.607655502392344,0.919117647058824,
0.330508474576271,0.00392156862745098,0.558620689655172,0.612099644128114,0.47752808988764,1,0.0464879538513743,0.192540322580645,0.578947368421053,0.850109409190372,0,0.202,0.578947368421053,0.757352941176471,
0.398305084745763,0.0117647058823529,0.924137931034483,0.516014234875445,0.241573033707865,1,0.366813708856464,0.0594758064516129,0.238038277511962,0.74398249452954,1,0.089,0.242822966507177,0.919117647058824,
0.466101694915254,0.0117647058823529,0.924137931034483,0.526690391459075,0.247191011235955,1,0.350186630471666,0,0.186602870813397,0.62363238512035,1,0.071,0.186602870813397,0.919117647058824,
0.330508474576271,0.0117647058823529,0.917241379310345,0.459074733096085,0.398876404494382,1,0.251442144553784,0.149193548387097,0.532296650717703,0.87199124726477,0,0.193,0.527511961722488,0.911764705882353,
0.466101694915254,0.0117647058823529,0.903448275862069,0.555160142348754,0.348314606741573,1,0.166949440108585,0,0.266746411483254,0.594091903719912,1,0.071,0.266746411483254,0.933823529411765,
0.533898305084746,0.0235294117647059,0.917241379310345,0.459074733096085,0.185393258426966,1,0.562606040040719,0,0.107655502392345,0.675054704595186,1,0.057,0.107655502392345,0.904411764705882,
0.466101694915254,0.0117647058823529,0.924137931034483,0.516014234875445,0.247191011235955,1,0.359009161859518,0.00806451612903226,0.210526315789474,0.632385120350109,1,0.071,0.210526315789474,0.926470588235294,
0.466101694915254,0.0117647058823529,0.903448275862069,0.540925266903915,0.331460674157303,1,0.150661689854089,0,0.252392344497608,0.598468271334792,1,0.071,0.252392344497608,0.926470588235294,
0.330508474576271,0.0117647058823529,0.910344827586207,0.516014234875445,0.393258426966292,1,0.0855106888361045,0.181451612903226,0.5,0.854485776805252,1,0.165,0.5,0.911764705882353,
0.330508474576271,0.0117647058823529,0.903448275862069,0.487544483985765,0.393258426966292,1,0.867322701051917,0.153225806451613,0.448564593301435,0.773522975929978,1,0.146,0.44377990430622,0.911764705882353,
0.398305084745763,0.0117647058823529,0.924137931034483,0.430604982206406,0.421348314606742,1,0.259925347811334,0.192540322580645,0.509569377990431,0.829321663019694,0,0.174,0.509569377990431,0.919117647058824,
0.533898305084746,0.0235294117647059,0.903448275862069,0.487544483985765,0.314606741573034,1,0.657278588394978,0,0.238038277511962,0.598468271334792,1,0.066,0.233253588516746,0.911764705882353,
0.466101694915254,0.0117647058823529,0.910344827586207,0.501779359430605,0.314606741573034,1,0.788259246691551,0,0.238038277511962,0.598468271334792,1,0.066,0.238038277511962,0.919117647058824,
0.398305084745763,0.00392156862745098,0.531034482758621,0.459074733096085,0.264044943820225,0,0.0213776722090261,0.0786290322580645,0.279904306220096,0.730853391684901,0,0.094,0.27511961722488,0.602941176470588,
0.466101694915254,0.00392156862745098,0.703448275862069,0.473309608540925,0.297752808988764,1,0.251102816423482,0,0.220095693779904,0.602844638949672,0,0.061,0.220095693779904,0.919117647058824,
0.398305084745763,0.0117647058823529,0.924137931034483,0.516014234875445,0.252808988764045,1,0.307770614183916,0.0866935483870968,0.279904306220096,0.791028446389497,1,0.118,0.279904306220096,0.911764705882353,
0.466101694915254,0.0117647058823529,0.903448275862069,0.516014234875445,0.275280898876405,1,0.99830335934849,0,0.191387559808612,0.598468271334792,1,0.061,0.191387559808612,0.926470588235294,
0.466101694915254,0.00392156862745098,0.868965517241379,0.473309608540925,0.219101123595506,1,0.566338649474041,0,0.186602870813397,0.670678336980306,0,0.071,0.186602870813397,0.911764705882353,
0.398305084745763,0.0117647058823529,0.931034482758621,0.516014234875445,0.162921348314607,1,0.33050559891415,0,0,0.816192560175055,0,0.085,0,0.897058823529412,
0.533898305084746,0.0117647058823529,0.903448275862069,0.516014234875445,0.275280898876405,1,0.99151679674245,0,0.196172248803828,0.598468271334792,1,0.066,0.196172248803828,0.926470588235294,
0.398305084745763,0.00392156862745098,0.620689655172414,0.487544483985765,0.320224719101124,1,0.115371564302681,0,0.252392344497608,0.607221006564551,0,0.066,0.247607655502392,0.904411764705882,
0.271186440677966,0.0117647058823529,0.931034482758621,0.416370106761566,0.460674157303371,1,0.341364099083814,0.243951612903226,0.578947368421053,0.829321663019694,0,0.263,0.578947368421053,0.926470588235294,
0.533898305084746,0.0235294117647059,0.917241379310345,0.444839857651246,0.140449438202247,1,0.542246352222599,0,0.0753588516746411,0.713347921225383,1,0.057,0.0753588516746411,0.904411764705882,
0.330508474576271,0.0117647058823529,0.903448275862069,0.516014234875445,0.556179775280899,1,0.870715982354937,0.382056451612903,0.747607655502392,0.892778993435449,1,1,0.747607655502392,0.911764705882353,
0.466101694915254,0.0235294117647059,0.903448275862069,0.444839857651246,0.258426966292135,1,0.402103834407872,0.0161290322580645,0.22488038277512,0.641137855579869,1,0.075,0.22488038277512,0.926470588235294,
0.398305084745763,0.00392156862745098,0.537931034482759,0.444839857651246,0.185393258426966,0,0.0278249066847642,0,0.149521531100478,0.777899343544858,0,0.071,0.149521531100478,0.639705882352941,
0.466101694915254,0.0235294117647059,0.875862068965517,0.501779359430605,0.179775280898876,1,0.0841533763148965,0,0.12200956937799,0.679431072210066,1,0.061,0.12200956937799,0.911764705882353,
0.330508474576271,0.0117647058823529,0.937931034482759,0.444839857651246,0.415730337078652,1,0.284356973193078,0.169354838709677,0.519138755980861,0.850109409190372,0,0.165,0.519138755980861,0.926470588235294,
0.330508474576271,0.0235294117647059,0.875862068965517,0.402135231316726,0.308988764044944,1,0.103495079742111,0.0705645161290323,0.318181818181818,0.756017505470459,1,0.094,0.322966507177034,0.919117647058824,
0.466101694915254,0.0235294117647059,0.889655172413793,0.444839857651246,0.151685393258427,1,0.182558534102477,0,0.0837320574162679,0.798687089715536,1,0.071,0.0837320574162679,0.911764705882353,
0.330508474576271,0.00392156862745098,0.806896551724138,0.430604982206406,0.303370786516854,1,0.354937224295894,0.0665322580645161,0.360047846889952,0.858862144420131,0,0.127,0.364832535885167,0.919117647058824,
0.330508474576271,0.00392156862745098,0.675862068965517,0.459074733096085,0.359550561797753,1,0.217848659653885,0.149193548387097,0.448564593301435,0.86761487964989,0,0.15,0.44377990430622,0.911764705882353,
0.466101694915254,0.0235294117647059,0.868965517241379,0.459074733096085,0.314606741573034,1,0.0590430946725484,0,0.233253588516746,0.594091903719912,1,0.066,0.233253588516746,0.933823529411765,
0.330508474576271,0.0117647058823529,0.910344827586207,0.487544483985765,0.556179775280899,1,0.230403800475059,0.342741935483871,0.779904306220096,0.919037199124726,0,1,0.779904306220096,0.919117647058824,
0.466101694915254,0.00392156862745098,0.668965517241379,0.487544483985765,0.308988764044944,1,0.195453003053953,0,0.233253588516746,0.602844638949672,0,0.066,0.233253588516746,0.933823529411765,
0.330508474576271,0.0235294117647059,0.868965517241379,0.416370106761566,0.449438202247191,1,0.0610790634543604,0.264112903225806,0.570574162679426,0.858862144420131,1,0.23,0.532296650717703,0.926470588235294,
0.398305084745763,0.00392156862745098,0.827586206896552,0.444839857651246,0.157303370786517,1,0.388870037326094,0,0.125598086124402,0.820568927789934,0,0.061,0.125598086124402,0.919117647058824,
0.398305084745763,0.0117647058823529,0.931034482758621,0.516014234875445,0.185393258426966,1,0.410587037665422,0,0,0.858862144420131,0,0.099,0,0.911764705882353,
0.398305084745763,0.0117647058823529,0.917241379310345,0.526690391459075,0.241573033707865,1,0.375636240244316,0,0.200956937799043,0.645514223194748,1,0.066,0.200956937799043,0.919117647058824,
0.271186440677966,0.00392156862745098,0.655172413793103,0.444839857651246,0.382022471910112,1,0.169664065151001,0.181451612903226,0.504784688995215,0.863238512035011,0,0.155,0.504784688995215,0.904411764705882,
0.398305084745763,0.0117647058823529,0.924137931034483,0.516014234875445,0.174157303370786,1,0.474720054292501,0,0.0370813397129187,0.850109409190372,0,0.089,0.159090909090909,0.904411764705882,
0.466101694915254,0.0117647058823529,0.896551724137931,0.516014234875445,0.325842696629214,1,0.118086189345097,0,0.247607655502392,0.594091903719912,0,0.071,0.247607655502392,0.926470588235294,
0.398305084745763,0.00392156862745098,0.662068965517241,0.487544483985765,0.303370786516854,1,0.190363081099423,0,0.228468899521531,0.602844638949672,0,0.066,0.228468899521531,0.933823529411765,
0.466101694915254,0.00392156862745098,0.868965517241379,0.487544483985765,0.314606741573034,1,0.696979979640312,0,0.233253588516746,0.598468271334792,0,0.066,0.233253588516746,0.926470588235294,
0.398305084745763,0.0117647058823529,0.917241379310345,0.526690391459075,0.207865168539326,1,0.394638615541228,0.0352822580645161,0.191387559808612,0.764770240700219,1,0.075,0.191387559808612,0.926470588235294,
0.466101694915254,0.0235294117647059,0.903448275862069,0.444839857651246,0.202247191011236,1,0.329487614523244,0,0.159090909090909,0.661925601750547,1,0.066,0.159090909090909,0.911764705882353,
0.466101694915254,0.0117647058823529,0.903448275862069,0.516014234875445,0.275280898876405,1,0.979979640312182,0,0.196172248803828,0.598468271334792,1,0.061,0.196172248803828,0.926470588235294,
0.398305084745763,0.0117647058823529,0.910344827586207,0.516014234875445,0.320224719101124,1,0.412283678316932,0,0.242822966507177,0.602844638949672,1,0.08,0.242822966507177,0.919117647058824,
0.398305084745763,0.0117647058823529,0.917241379310345,0.516014234875445,0.275280898876405,1,0.92365117068205,0.0786290322580645,0.294258373205742,0.717724288840263,1,0.089,0.299043062200957,0.926470588235294,
